,SECRETARIA,CODIGO_INSTITUCION,NOMBRE_INSTITUCION,COD_DPTO,DEPARTAMENTO,COD_MPIO,MUNICIPIO,NATURALEZA,CERTIFICADO_CALIDAD,LAT,LNG
3964,secretaria de educacion municipal de chia,9428,corporacion educativa de la sabana,25,cundinamarca,25175,chia,privada,no,4.8633,-74.0528
3965,secretaria de educacion distrito bogota,6992,corporacion instituto superior de educacion social ises,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3966,secretaria de educacion municipal de medellin,4655,instituto tecnologico metropolitano itm,5,antioquia,5001,medellin,oficial,no,6.2447,-75.5748
3967,secretaria de educacion departamental tolima,7691,globalcom corporation,73,tolima,73268,espinal,privada,no,4.1486,-74.8819
3968,secretaria de educacion municipal de apartado,9405,instituto tecnico explora,5,antioquia,5045,apartado,privada,no,7.883,-76.6259
3969,secretaria de educacion municipal de medellin,9156,la mejor escuela,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3970,secretaria de educacion municipal de valledupar,7866,tijeras academia de belleza,20,cesar,20001,valledupar,privada,no,10.4603,-73.2597
3971,secretaria de educacion municipal de mosquera,6428,"academia de belleza integral cundnamarca ""abicun""",25,cundinamarca,25473,mosquera,privada,no,4.7078,-74.2328
3972,secretaria de educacion municipal de mosquera,6428,"academia de belleza integral cundnamarca ""abicun""",25,cundinamarca,25473,mosquera,privada,no,2.5078,-78.4517
3973,secretaria de educacion municipal de buenaventura,6570,"instituto tecnico laboral, bilingûe, para el desarrollo humano, itlab.",76,valle del cauca,76109,buenaventura,privada,no,3.8772,-77.0267
3974,secretaria de educacion distrito barranquilla,3772,corporacion bioestetica centro de enseñanza,8,atlantico,8001,barranquilla,privada,si,10.9639,-74.7964
3975,secretaria de educacion municipal de piedecuesta,8337,instituto tecnico de belleza marlene,68,santander,68547,piedecuesta,privada,no,6.9886,-73.0503
3976,secretaria de educacion departamental cundinamarca,7799,corporacion sigma,25,cundinamarca,25430,madrid,privada,no,4.7306,-74.2639
3977,secretaria de educacion municipal de envigado,4324,politecnico integral colombiano,5,antioquia,5266,envigado,privada,no,6.1719,-75.5803
3978,secretaria de educacion departamental cordoba,4102,"instituto de enseñanza y capacitacion de la costa ""ideco""",23,cordoba,23189,cienaga de oro,privada,no,8.875,-75.6211
3979,secretaria de educacion municipal de ipiales,6074,corporacion politecnica de nariño,52,nariño,52356,ipiales,privada,no,0.8289,-77.6406
3980,secretaria de educacion municipal de duitama,3911,instituto politecnico hans gross,15,boyaca,15238,duitama,privada,no,5.8219,-73.0297
3981,secretaria de educacion municipal de popayan,7128,escuela  de  capacitacion tecnica  solo por  servicio,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
3982,secretaria de educacion municipal de villavicencio,3236,corporacion syspro,50,meta,50001,villavicencio,privada,si,4.1425,-73.6294
3983,secretaria de educacion municipal de cali,2681,"instituto tecnico de ciencias de la salud santa cecilia ""intecs ltda""",76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
3984,secretaria de educacion departamental cundinamarca,7270,instituto tomas moro,25,cundinamarca,25430,madrid,privada,no,4.7306,-74.2639
3985,secretaria de educacion municipal de medellin,1923,politecnico de modas lilo's,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
3986,secretaria de educacion distrito bogota,6506,instituto tomas moro,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
3987,secretaria de educacion distrito barranquilla,771,actuar famiempresas corporacion accion por el atlantico,8,atlantico,8001,barranquilla,privada,no,10.9639,-74.7964
3988,secretaria de educacion municipal de popayan,9636,academia amadeus popayan,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
3989,secretaria de educacion departamental de antioquia,8409,centro de enseñanza automovilistica la academia de conduccion,5,antioquia,5376,la ceja,privada,no,6.0308,-75.4315
3990,secretaria de educacion municipal de monteria,8091,corporacion educativa politecnico empresarial de monteria cepem,23,cordoba,23001,monteria,privada,no,8.76,-75.8856
3991,secretaria de educacion departamental putumayo,7364,politecnico internacional colombiano s.a.s   polintec,86,putumayo,86320,orito,privada,no,0.6661,-76.8708
3992,secretaria de educacion municipal de bucaramanga,4709,aula moderna de musica y sonido ammus,68,santander,68001,bucaramanga,privada,no,7.1186,-73.1161
3993,secretaria de educacion departamental de antioquia,1121,politecnico interamericano,5,antioquia,5376,la ceja,privada,si,6.0308,-75.4315
3994,secretaria de educacion municipal de cali,3796,instituto de educacion comfenalco valle,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
3996,secretaria de educacion municipal de yumbo,4439,instituto tecnico valle,76,valle del cauca,76892,yumbo,privada,no,3.5778,-76.4944
3997,secretaria de educacion departamental norte de santander,8563,"unidades tecnicas del cesar s.a.s. ""utc""",54,norte de santander,54498,ocaña,privada,no,8.2461,-73.3553
3998,secretaria de educacion municipal de barrancabermeja,8590,instituto de la ciencia del deporte y la actividad fisica training fit,68,santander,68081,barrancabermeja,privada,no,7.0675,-73.8472
3999,secretaria de educacion distrito bogota,9061,institucion de educacion para el trabajo y el desarrollo humano eduamerica,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
4000,secretaria de educacion departamental de antioquia,8310,"instituto de educacion comfenalco ""consuelo montoya gil"" tarso",5,antioquia,5792,tarso,privada,no,5.865,-75.8225
4001,secretaria de educacion municipal de cali,5202,centro de estudios avanzados el tao de la salud belleza y estetica  ltda,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
4002,secretaria de educacion departamental cordoba,7684,"instituto del sur de cordoba ""indescor""",23,cordoba,23580,puerto libertador,privada,no,7.8881,-75.6717
4003,secretaria de educacion distrito bogota,8766,instituto de cultura brasil colombia ibraco,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
4004,secretaria de educacion departamental cundinamarca,7197,instituto interandino de capacitacion,25,cundinamarca,25843,villa de san diego de ubate,privada,no,5.3072,-73.8144
4005,secretaria de educacion municipal de ibague,5695,centro de idiomas de la universidad de ibague,73,tolima,73001,ibague,privada,si,4.4378,-75.2006
4006,secretaria de educacion distrito bogota,6482,instituto incade,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
4007,secretaria de educacion municipal de villavicencio,7941,liceo tènico los andes,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
4008,secretaria de educacion distrito cartagena,7632,fundacion tecnica americana de bolivar -funtab-,13,bolivar,13001,cartagena,privada,no,10.4236,-75.5253
4009,secretaria de educacion municipal de villavicencio,8968,unillanos sede edificio marsella,50,meta,50001,villavicencio,privada,no,4.1425,-73.6294
4010,secretaria de educacion municipal de pasto,4965,inesur,52,nariño,52001,pasto,privada,si,1.2136,-77.2811
4011,secretaria de educacion distrito bogota,190,luz nancy escuela de belleza   antes escuela profesional de belleza,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
4012,secretaria de educacion departamental huila,3853,instituto biblico cuadrangular distrito andino,41,huila,41132,campoalegre,privada,no,2.6867,-75.3256
4013,secretaria de educacion municipal de sabaneta,5919,escuela de formacion artistica alborada,5,antioquia,5631,sabaneta,privada,no,6.1508,-75.615
4014,secretaria de educacion municipal de medellin,4985,centro de formacion trabajo contemporaneo,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
4015,secretaria de educacion municipal de sahagun,9584,corporacion de la sabana  corposabana,23,cordoba,23660,sahagun,privada,no,8.9462,-75.4427
4016,secretaria de educacion municipal de ibague,4048,idiomas europeos,73,tolima,73001,ibague,mixta,si,4.4378,-75.2006
4017,secretaria de educacion municipal de sincelejo,890,centro de educacion computarizado de la costa cecom,70,sucre,70001,sincelejo,privada,no,9.2994,-75.3958
4018,secretaria de educacion distrito bogota,1304,instituto de capacitacion para el trabajo ict,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
4019,secretaria de educacion municipal de medellin,7339,academia be academy by mariana tobon,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
4020,secretaria de educacion municipal de pitalito,8755,stamford language institute,41,huila,41551,pitalito,privada,no,1.8539,-76.0514
4021,secretaria de educacion municipal de popayan,6923,instituto  tecnico laboral artistico  musical- itam,19,cauca,19001,popayan,privada,no,2.4411,-76.6061
4022,secretaria de educacion municipal de lorica,6950,instituto foreing language center,23,cordoba,23417,lorica,privada,no,9.2419,-75.816
4023,secretaria de educacion departamental magdalena,6150,"corporacion educativa tecnica empresarial de la costa caribe ""cetec""",47,magdalena,47707,santa ana,privada,no,9.3194,-74.5706
4024,secretaria de educacion distrito bogota,348,escuela de musica de la fundacion orquesta sinfonica juvenil de colombia,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
4025,secretaria de educacion municipal de yopal,7763,escuela nacional de rescate,85,casanare,85001,yopal,privada,no,5.3306,-72.3906
4026,secretaria de educacion distrito bogota,1472,"fundacion artistica gentil montaña - fundargem, institucion para el trabajo y el desarrollo humano.",11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
4027,secretaria de educacion municipal de pereira,9534,lina educacion,66,risaralda,66001,pereira,privada,no,4.8143,-75.6946
4028,secretaria de educacion municipal de cali,3755,instituto tecnico de gestion empresarial itgem sede principal,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
4029,secretaria de educacion departamental choco,6872,instituto tecnico sistematizado (intes),27,choco,27361,istmina,privada,no,5.1633,-76.6867
4030,secretaria de educacion distrito cartagena,4957,institucion para el trabajo y desarrollo humano instituto emprender,13,bolivar,13001,cartagena,privada,no,10.4236,-75.5253
4031,secretaria de educacion municipal de cali,7903,academia de estetica y peluqueria colombo suiza,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
4032,secretaria de educacion municipal de bucaramanga,9391,lacademia formacion para el trabajo y el desarrollo humano,68,santander,68001,bucaramanga,oficial,no,7.1186,-73.1161
4033,secretaria de educacion departamental santander,8509,"escuela de carabineros provincia de velez ""mayor general manuel jose lopez gomez""",68,santander,68861,velez,oficial,no,6.0131,-73.6736
4034,secretaria de educacion municipal de pasto,9514,instituto de capacitacion en emergencia del benemerito cuerpo de bomberos voluntarios de pasto,52,nariño,52001,pasto,privada,no,1.2136,-77.2811
4035,secretaria de educacion municipal de barrancabermeja,8896,instituto tecnico coreinsa,68,santander,68081,barrancabermeja,privada,no,7.0675,-73.8472
4036,secretaria de educacion municipal de valledupar,4188,centro de idiomas jessiper,20,cesar,20001,valledupar,privada,no,10.4603,-73.2597
4037,secretaria de educacion distrito bogota,9127,instituto gastronomico internacional - igi,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
4038,secretaria de educacion municipal de cali,3728,instituto nazareth,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
4039,secretaria de educacion municipal de medellin,8591,corporacion de estudio micro-electronico,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
4040,secretaria de educacion departamental norte de santander,9387,"institucion de educacion para el trabajo y el desarrollo humano ""ipt"" pamplona",54,norte de santander,54518,pamplona,privada,no,7.3761,-72.6483
4041,secretaria de educacion municipal de bello,5867,centro de sistemas de antioquia - censa -,5,antioquia,5088,bello,privada,si,6.3319,-75.5581
4042,secretaria de educacion distrito bogota,5153,escuela de capacitacion laboral empresarial scalando,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
4043,secretaria de educacion departamental guaviare,4796,centro educativo andino,95,guaviare,95001,san jose del guaviare,privada,no,2.5653,-72.6386
4044,secretaria de educacion distrito bogota,9378,escuela de formacion bomberil,11,bogota d.c.,11001,bogota,oficial,no,4.6126,-74.0705
4045,secretaria de educacion departamental boyaca,4236,instituto cencov: capacitacion tecnica laboral,15,boyaca,15299,garagoa,privada,no,5.0822,-73.3639
4046,secretaria de educacion distrito bogota,7399,escuela nacional de cine,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
4047,secretaria de educacion municipal de cucuta,8450,corporacion de educacion del oriente,54,norte de santander,54001,cucuta,privada,no,7.9075,-72.5047
4048,secretaria de educacion distrito bogota,4094,corporacion iberoamericana de estudios cies,11,bogota d.c.,11001,bogota,privada,si,4.6126,-74.0705
4049,secretaria de educacion municipal de medellin,8604,tramitar conduccion (etdh),5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
4050,secretaria de educacion municipal de ipiales,8222,instituto politecnico empresarial e idiomas,52,nariño,52356,ipiales,privada,no,0.8289,-77.6406
4051,secretaria de educacion municipal de medellin,4657,academia gourmet internacional,5,antioquia,5001,medellin,privada,no,6.2447,-75.5748
4052,secretaria de educacion distrito bogota,4024,academia de belleza rueda hernandez,11,bogota d.c.,11001,bogota,privada,no,4.6126,-74.0705
4053,secretaria de educacion municipal de cali,9194,instituto de lenguas modernas - start! language institute,76,valle del cauca,76001,cali,privada,no,3.44,-76.5197
4054,secretaria de educacion municipal de palmira,9197,centro de capacitacion laboral s.a.s  (cenac),76,valle del cauca,76520,palmira,privada,no,3.5394,-76.3036
4055,secretaria de educacion municipal de pasto,1461,estudiar centro de asesoria en las areas basicas,52,nariño,52001,pasto,privada,no,1.2136,-77.2811
4056,secretaria de educacion municipal de tunja,9126,american school way,15,boyaca,15001,tunja,privada,no,5.5403,-73.3614
4057,secretaria de educacion municipal de yopal,8686,instituto de desarrollo humano y educacion para el trabajo nuevos horizontes,85,casanare,85001,yopal,privada,no,5.3306,-72.3906
4058,secretaria de educacion departamental cauca,8767,instituto de formacion empresarial colombiano - ifec,19,cauca,19698,santander de quilichao,privada,no,3.0083,-76.4839
4059,secretaria de educacion departamental nariño,5033,ceinfos,52,nariño,52323,gualmatan,privada,no,0.9192,-77.5661
